Time,"Engine speed","Manifold pressure","Air mass measured","Air mass calculated","Periodic air mass","Lambda actual value group 1","Lambda actual value group 2","Additive mixture adaptation idle bank 1","Additive mixture adaptation idle bank 2","Multiplicative mixture adaptation low load bank 1","Multiplicative mixture adaptation low load bank 2","Throttle valve setpoint","Current throttle angle","Idle target speed","Opening angle of the EGR valve","Duty cycle: air damper","DISA1 PWM (large / upper flap)","DISA2 PWM (small / lower flap)","Uneven running of cylinder 1","Uneven running cylinder 2","Uneven running cylinder 3","Uneven running cylinder 4","Number of misfires over life, cylinder 1","Number of misfires over life, cylinder 2","Number of misfires over life, cylinder 3","Number of misfires over life, cylinder 4","Intake air temperature","Temperature before throttle valve","Leakage air adaptation actual value","Fuel pressure upstream of quantity control valve"
0.011,0.00,1.02,0.00,0.00,0.00,1.24,1.24,1.00,1.00,-4.08,-4.08,3.73,5.00,763.00,1.17,0.00,67.00,67.00,0.00,0.00,0.00,0.00,19938.00,14597.00,26780.00,65535.00,0,0,0,0
0.011,0.00,1.02,0.00,0.00,0.00,1.24,1.24,1.00,1.00,-4.08,-4.08,3.73,5.00,763.00,1.17,0.00,67.00,67.00,0.00,0.00,0.00,0.00,19938.00,14597.00,26780.00,65535.00,21.00,0,0,0
0.011,0.00,1.02,0.00,0.00,0.00,1.24,1.24,1.00,1.00,-4.08,-4.08,3.73,5.00,763.00,1.17,0.00,67.00,67.00,0.00,0.00,0.00,0.00,19938.00,14597.00,26780.00,65535.00,21.00,21.00,0,0
0.012,0.00,1.02,0.00,0.00,0.00,1.24,1.24,1.00,1.00,-4.08,-4.08,3.73,5.00,763.00,1.17,0.00,67.00,67.00,0.00,0.00,0.00,0.00,19938.00,14597.00,26780.00,65535.00,21.00,21.00,0.00,0
0.012,0.00,1.02,0.00,0.00,0.00,1.24,1.24,1.00,1.00,-4.08,-4.08,3.73,5.00,763.00,1.17,0.00,67.00,67.00,0.00,0.00,0.00,0.00,19938.00,14597.00,26780.00,65535.00,21.00,21.00,0.00,5.60
2.998,0.00,1.02,0.00,0.00,0.00,1.24,1.24,1.00,1.00,-4.08,-4.08,3.73,5.00,763.00,1.17,0.00,67.00,67.00,0.00,0.00,0.00,0.00,19938.00,14597.00,26780.00,65535.00,21.00,21.00,0.00,5.60
2.999,0.00,1.02,0.00,0.00,0.00,1.24,1.24,1.00,1.00,-4.08,-4.08,3.73,5.00,763.00,1.17,0.00,67.00,67.00,0.00,0.00,0.00,0.00,19938.00,14597.00,26780.00,65535.00,21.00,21.00,0.00,5.60
2.999,0.00,1.02,0.00,0.00,0.00,1.24,1.24,1.00,1.00,-4.08,-4.08,3.73,5.00,763.00,1.17,0.00,67.00,67.00,0.00,0.00,0.00,0.00,19938.00,14597.00,26780.00,65535.00,21.00,21.00,0.00,5.60
3.000,0.00,1.02,0.00,0.00,0.00,1.24,1.24,1.00,1.00,-4.08,-4.08,3.73,5.00,763.00,1.17,0.00,67.00,67.00,0.00,0.00,0.00,0.00,19938.00,14597.00,26780.00,65535.00,21.00,21.00,0.00,5.60
3.000,0.00,1.02,0.00,0.00,0.00,1.24,1.24,1.00,1.00,-4.08,-4.08,3.73,5.00,763.00,1.17,0.00,67.00,67.00,0.00,0.00,0.00,0.00,19938.00,14597.00,26780.00,65535.00,21.00,21.00,0.00,5.60
3.001,0.00,1.02,0.00,0.00,0.00,1.24,1.24,1.00,1.00,-4.08,-4.08,3.73,5.00,763.00,1.17,0.00,67.00,67.00,0.00,0.00,0.00,0.00,19938.00,14597.00,26780.00,65535.00,21.00,21.00,0.00,5.60
3.001,0.00,1.02,0.00,0.00,0.00,1.24,1.24,1.00,1.00,-4.08,-4.08,3.73,5.00,763.00,1.17,0.00,67.00,67.00,0.00,0.00,0.00,0.00,19938.00,14597.00,26780.00,65535.00,21.00,21.00,0.00,5.60
3.001,0.00,1.02,0.00,0.00,0.00,1.24,1.24,1.00,1.00,-4.08,-4.08,3.73,5.00,763.00,1.17,0.00,67.00,67.00,0.00,0.00,0.00,0.00,19938.00,14597.00,26780.00,65535.00,21.00,21.00,0.00,5.60
3.002,0.00,1.02,0.00,0.00,0.00,1.24,1.24,1.00,1.00,-4.08,-4.08,3.73,5.00,763.00,1.17,0.00,67.00,67.00,0.00,0.00,0.00,0.00,19938.00,14597.00,26780.00,65535.00,21.00,21.00,0.00,5.60
3.002,0.00,1.02,0.00,0.00,0.00,1.24,1.24,1.00,1.00,-4.08,-4.08,3.73,5.00,763.00,1.17,0.00,67.00,67.00,0.00,0.00,0.00,0.00,19938.00,14597.00,26780.00,65535.00,21.00,21.00,0.00,5.60
3.003,0.00,1.02,0.00,0.00,0.00,1.24,1.24,1.00,1.00,-4.08,-4.08,3.73,5.00,763.00,1.17,0.00,67.00,67.00,0.00,0.00,0.00,0.00,19938.00,14597.00,26780.00,65535.00,21.00,21.00,0.00,5.60
3.003,0.00,1.02,0.00,0.00,0.00,1.24,1.24,1.00,1.00,-4.08,-4.08,3.73,5.00,763.00,1.17,0.00,67.00,67.00,0.00,0.00,0.00,0.00,19938.00,14597.00,26780.00,65535.00,21.00,21.00,0.00,5.60
3.004,0.00,1.02,0.00,0.00,0.00,1.24,1.24,1.00,1.00,-4.08,-4.08,3.73,5.00,763.00,1.17,0.00,67.00,67.00,0.00,0.00,0.00,0.00,19938.00,14597.00,26780.00,65535.00,21.00,21.00,0.00,5.60
3.004,0.00,1.02,0.00,0.00,0.00,1.24,1.24,1.00,1.00,-4.08,-4.08,3.73,5.00,763.00,1.17,0.00,67.00,67.00,0.00,0.00,0.00,0.00,19938.00,14597.00,26780.00,65535.00,21.00,21.00,0.00,5.60
3.005,0.00,1.02,0.00,0.00,0.00,1.24,1.24,1.00,1.00,-4.08,-4.08,3.73,5.00,763.00,1.17,0.00,67.00,67.00,0.00,0.00,0.00,0.00,19938.00,14597.00,26780.00,65535.00,21.00,21.00,0.00,5.60
3.005,0.00,1.02,0.00,0.00,0.00,1.24,1.24,1.00,1.00,-4.08,-4.08,3.73,5.00,763.00,1.17,0.00,67.00,67.00,0.00,0.00,0.00,0.00,19938.00,14597.00,26780.00,65535.00,21.00,21.00,0.00,5.60
3.006,0.00,1.02,0.00,0.00,0.00,1.24,1.24,1.00,1.00,-4.08,-4.08,3.73,5.00,763.00,1.17,0.00,67.00,67.00,0.00,0.00,0.00,0.00,19938.00,14597.00,26780.00,65535.00,21.00,21.00,0.00,5.60
3.006,0.00,1.02,0.00,0.00,0.00,1.24,1.24,1.00,1.00,-4.08,-4.08,3.73,5.00,763.00,1.17,0.00,67.00,67.00,0.00,0.00,0.00,0.00,19938.00,14597.00,26780.00,65535.00,21.00,21.00,0.00,5.60
3.007,0.00,1.02,0.00,0.00,0.00,1.24,1.24,1.00,1.00,-4.08,-4.08,3.73,5.00,763.00,1.17,0.00,67.00,67.00,0.00,0.00,0.00,0.00,19938.00,14597.00,26780.00,65535.00,21.00,21.00,0.00,5.60
3.007,0.00,1.02,0.00,0.00,0.00,1.24,1.24,1.00,1.00,-4.08,-4.08,3.73,5.00,763.00,1.17,0.00,67.00,67.00,0.00,0.00,0.00,0.00,19938.00,14597.00,26780.00,65535.00,21.00,21.00,0.00,5.60
3.008,0.00,1.02,0.00,0.00,0.00,1.24,1.24,1.00,1.00,-4.08,-4.08,3.73,5.00,763.00,1.17,0.00,67.00,67.00,0.00,0.00,0.00,0.00,19938.00,14597.00,26780.00,65535.00,21.00,21.00,0.00,5.60
3.008,0.00,1.02,0.00,0.00,0.00,1.24,1.24,1.00,1.00,-4.08,-4.08,3.73,5.00,763.00,1.17,0.00,67.00,67.00,0.00,0.00,0.00,0.00,19938.00,14597.00,26780.00,65535.00,21.00,21.00,0.00,5.60
3.008,0.00,1.02,0.00,0.00,0.00,1.24,1.24,1.00,1.00,-4.08,-4.08,3.73,5.00,763.00,1.17,0.00,67.00,67.00,0.00,0.00,0.00,0.00,19938.00,14597.00,26780.00,65535.00,21.00,21.00,0.00,5.60
3.009,0.00,1.02,0.00,0.00,0.00,1.24,1.24,1.00,1.00,-4.08,-4.08,3.73,5.00,763.00,1.17,0.00,67.00,67.00,0.00,0.00,0.00,0.00,19938.00,14597.00,26780.00,65535.00,21.00,21.00,0.00,5.60
3.009,0.00,1.02,0.00,0.00,0.00,1.24,1.24,1.00,1.00,-4.08,-4.08,3.73,5.00,763.00,1.17,0.00,67.00,67.00,0.00,0.00,0.00,0.00,19938.00,14597.00,26780.00,65535.00,21.00,21.00,0.00,5.60
3.009,0.00,1.02,0.00,0.00,0.00,1.24,1.24,1.00,1.00,-4.08,-4.08,3.73,5.00,763.00,1.17,0.00,67.00,67.00,0.00,0.00,0.00,0.00,19938.00,14597.00,26780.00,65535.00,21.00,21.00,0.00,5.60
3.009,0.00,1.02,0.00,0.00,0.00,1.24,1.24,1.00,1.00,-4.08,-4.08,3.73,5.00,763.00,1.17,0.00,67.00,67.00,0.00,0.00,0.00,0.00,19938.00,14597.00,26780.00,65535.00,21.00,21.00,0.00,5.60
3.010,0.00,1.02,0.00,0.00,0.00,1.24,1.24,1.00,1.00,-4.08,-4.08,3.73,5.00,763.00,1.17,0.00,67.00,67.00,0.00,0.00,0.00,0.00,19938.00,14597.00,26780.00,65535.00,21.00,21.00,0.00,5.60
3.010,0.00,1.02,0.00,0.00,0.00,1.24,1.24,1.00,1.00,-4.08,-4.08,3.73,5.00,763.00,1.17,0.00,67.00,67.00,0.00,0.00,0.00,0.00,19938.00,14597.00,26780.00,65535.00,21.00,21.00,0.00,5.60
3.010,0.00,1.02,0.00,0.00,0.00,1.24,1.24,1.00,1.00,-4.08,-4.08,3.73,5.00,763.00,1.17,0.00,67.00,67.00,0.00,0.00,0.00,0.00,19938.00,14597.00,26780.00,65535.00,21.00,21.00,0.00,5.60
5.998,0.00,1.02,0.00,0.00,0.00,1.24,1.24,1.00,1.00,-4.08,-4.08,3.73,5.00,763.00,1.17,0.00,67.00,67.00,0.00,0.00,0.00,0.00,19938.00,14597.00,26780.00,65535.00,21.00,21.00,0.00,5.60
5.999,0.00,1.02,0.00,0.00,0.00,1.24,1.24,1.00,1.00,-4.08,-4.08,3.73,5.00,763.00,1.17,0.00,67.00,67.00,0.00,0.00,0.00,0.00,19938.00,14597.00,26780.00,65535.00,21.00,21.00,0.00,5.60
5.999,0.00,1.02,0.00,0.00,0.00,1.24,1.24,1.00,1.00,-4.08,-4.08,3.73,5.00,763.00,1.17,0.00,67.00,67.00,0.00,0.00,0.00,0.00,19938.00,14597.00,26780.00,65535.00,21.00,21.00,0.00,5.60
6.000,0.00,1.02,0.00,0.00,0.00,1.24,1.24,1.00,1.00,-4.08,-4.08,3.73,5.00,763.00,1.17,0.00,67.00,67.00,0.00,0.00,0.00,0.00,19938.00,14597.00,26780.00,65535.00,21.00,21.00,0.00,5.60
6.000,0.00,1.02,0.00,0.00,0.00,1.24,1.24,1.00,1.00,-4.08,-4.08,3.73,5.00,763.00,1.17,0.00,67.00,67.00,0.00,0.00,0.00,0.00,19938.00,14597.00,26780.00,65535.00,21.00,21.00,0.00,5.60
6.000,0.00,1.02,0.00,0.00,0.00,1.24,1.24,1.00,1.00,-4.08,-4.08,3.73,5.00,763.00,1.17,0.00,67.00,67.00,0.00,0.00,0.00,0.00,19938.00,14597.00,26780.00,65535.00,21.00,21.00,0.00,5.60
6.001,0.00,1.02,0.00,0.00,0.00,1.24,1.24,1.00,1.00,-4.08,-4.08,3.73,5.00,763.00,1.17,0.00,67.00,67.00,0.00,0.00,0.00,0.00,19938.00,14597.00,26780.00,65535.00,21.00,21.00,0.00,5.60
6.001,0.00,1.02,0.00,0.00,0.00,1.24,1.24,1.00,1.00,-4.08,-4.08,3.73,5.00,763.00,1.17,0.00,67.00,67.00,0.00,0.00,0.00,0.00,19938.00,14597.00,26780.00,65535.00,21.00,21.00,0.00,5.60
6.002,0.00,1.02,0.00,0.00,0.00,1.24,1.24,1.00,1.00,-4.08,-4.08,3.73,5.00,763.00,1.17,0.00,67.00,67.00,0.00,0.00,0.00,0.00,19938.00,14597.00,26780.00,65535.00,21.00,21.00,0.00,5.60
6.002,0.00,1.02,0.00,0.00,0.00,1.24,1.24,1.00,1.00,-4.08,-4.08,3.73,5.00,763.00,1.17,0.00,67.00,67.00,0.00,0.00,0.00,0.00,19938.00,14597.00,26780.00,65535.00,21.00,21.00,0.00,5.60
6.003,0.00,1.02,0.00,0.00,0.00,1.24,1.24,1.00,1.00,-4.08,-4.08,3.73,5.00,763.00,1.17,0.00,67.00,67.00,0.00,0.00,0.00,0.00,19938.00,14597.00,26780.00,65535.00,21.00,21.00,0.00,5.60
6.003,0.00,1.02,0.00,0.00,0.00,1.24,1.24,1.00,1.00,-4.08,-4.08,3.73,5.00,763.00,1.17,0.00,67.00,67.00,0.00,0.00,0.00,0.00,19938.00,14597.00,26780.00,65535.00,21.00,21.00,0.00,5.60
6.004,0.00,1.02,0.00,0.00,0.00,1.24,1.24,1.00,1.00,-4.08,-4.08,3.73,5.00,763.00,1.17,0.00,67.00,67.00,0.00,0.00,0.00,0.00,19938.00,14597.00,26780.00,65535.00,21.00,21.00,0.00,5.60
6.004,0.00,1.02,0.00,0.00,0.00,1.24,1.24,1.00,1.00,-4.08,-4.08,3.73,5.00,763.00,1.17,0.00,67.00,67.00,0.00,0.00,0.00,0.00,19938.00,14597.00,26780.00,65535.00,21.00,21.00,0.00,5.60
6.005,0.00,1.02,0.00,0.00,0.00,1.24,1.24,1.00,1.00,-4.08,-4.08,3.73,5.00,763.00,0.78,0.00,67.00,67.00,0.00,0.00,0.00,0.00,19938.00,14597.00,26780.00,65535.00,21.00,21.00,0.00,5.60
6.005,0.00,1.02,0.00,0.00,0.00,1.24,1.24,1.00,1.00,-4.08,-4.08,3.73,5.00,763.00,0.78,0.00,67.00,67.00,0.00,0.00,0.00,0.00,19938.00,14597.00,26780.00,65535.00,21.00,21.00,0.00,5.60
6.006,0.00,1.02,0.00,0.00,0.00,1.24,1.24,1.00,1.00,-4.08,-4.08,3.73,5.00,763.00,0.78,0.00,67.00,67.00,0.00,0.00,0.00,0.00,19938.00,14597.00,26780.00,65535.00,21.00,21.00,0.00,5.60
6.006,0.00,1.02,0.00,0.00,0.00,1.24,1.24,1.00,1.00,-4.08,-4.08,3.73,5.00,763.00,0.78,0.00,67.00,67.00,0.00,0.00,0.00,0.00,19938.00,14597.00,26780.00,65535.00,21.00,21.00,0.00,5.60
6.007,0.00,1.02,0.00,0.00,0.00,1.24,1.24,1.00,1.00,-4.08,-4.08,3.73,5.00,763.00,0.78,0.00,67.00,67.00,0.00,0.00,0.00,0.00,19938.00,14597.00,26780.00,65535.00,21.00,21.00,0.00,5.60
6.007,0.00,1.02,0.00,0.00,0.00,1.24,1.24,1.00,1.00,-4.08,-4.08,3.73,5.00,763.00,0.78,0.00,67.00,67.00,0.00,0.00,0.00,0.00,19938.00,14597.00,26780.00,65535.00,21.00,21.00,0.00,5.60
6.007,0.00,1.02,0.00,0.00,0.00,1.24,1.24,1.00,1.00,-4.08,-4.08,3.73,5.00,763.00,0.78,0.00,67.00,67.00,0.00,0.00,0.00,0.00,19938.00,14597.00,26780.00,65535.00,21.00,21.00,0.00,5.60
6.008,0.00,1.02,0.00,0.00,0.00,1.24,1.24,1.00,1.00,-4.08,-4.08,3.73,5.00,763.00,0.78,0.00,67.00,67.00,0.00,0.00,0.00,0.00,19938.00,14597.00,26780.00,65535.00,21.00,21.00,0.00,5.60
6.008,0.00,1.02,0.00,0.00,0.00,1.24,1.24,1.00,1.00,-4.08,-4.08,3.73,5.00,763.00,0.78,0.00,67.00,67.00,0.00,0.00,0.00,0.00,19938.00,14597.00,26780.00,65535.00,21.00,21.00,0.00,5.60
6.008,0.00,1.02,0.00,0.00,0.00,1.24,1.24,1.00,1.00,-4.08,-4.08,3.73,5.00,763.00,0.78,0.00,67.00,67.00,0.00,0.00,0.00,0.00,19938.00,14597.00,26780.00,65535.00,21.00,21.00,0.00,5.60
6.009,0.00,1.02,0.00,0.00,0.00,1.24,1.24,1.00,1.00,-4.08,-4.08,3.73,5.00,763.00,0.78,0.00,67.00,67.00,0.00,0.00,0.00,0.00,19938.00,14597.00,26780.00,65535.00,21.00,21.00,0.00,5.60
6.009,0.00,1.02,0.00,0.00,0.00,1.24,1.24,1.00,1.00,-4.08,-4.08,3.73,5.00,763.00,0.78,0.00,67.00,67.00,0.00,0.00,0.00,0.00,19938.00,14597.00,26780.00,65535.00,21.00,21.00,0.00,5.60
6.009,0.00,1.02,0.00,0.00,0.00,1.24,1.24,1.00,1.00,-4.08,-4.08,3.73,5.00,763.00,0.78,0.00,67.00,67.00,0.00,0.00,0.00,0.00,19938.00,14597.00,26780.00,65535.00,21.00,21.00,0.00,5.60
6.010,0.00,1.02,0.00,0.00,0.00,1.24,1.24,1.00,1.00,-4.08,-4.08,3.73,5.00,763.00,0.78,0.00,67.00,67.00,0.00,0.00,0.00,0.00,19938.00,14597.00,26780.00,65535.00,21.00,21.00,0.00,5.60
6.010,0.00,1.02,0.00,0.00,0.00,1.24,1.24,1.00,1.00,-4.08,-4.08,3.73,5.00,763.00,0.78,0.00,67.00,67.00,0.00,0.00,0.00,0.00,19938.00,14597.00,26780.00,65535.00,21.00,21.00,0.00,5.60
6.010,0.00,1.02,0.00,0.00,0.00,1.24,1.24,1.00,1.00,-4.08,-4.08,3.73,5.00,763.00,0.78,0.00,67.00,67.00,0.00,0.00,0.00,0.00,19938.00,14597.00,26780.00,65535.00,21.00,21.00,0.00,5.60
8.997,749.00,1.02,0.00,0.00,0.00,1.24,1.24,1.00,1.00,-4.08,-4.08,3.73,5.00,763.00,0.78,0.00,67.00,67.00,0.00,0.00,0.00,0.00,19938.00,14597.00,26780.00,65535.00,21.00,21.00,0.00,5.60
8.998,749.00,0.40,0.00,0.00,0.00,1.24,1.24,1.00,1.00,-4.08,-4.08,3.73,5.00,763.00,0.78,0.00,67.00,67.00,0.00,0.00,0.00,0.00,19938.00,14597.00,26780.00,65535.00,21.00,21.00,0.00,5.60
8.998,749.00,0.40,8.00,0.00,0.00,1.24,1.24,1.00,1.00,-4.08,-4.08,3.73,5.00,763.00,0.78,0.00,67.00,67.00,0.00,0.00,0.00,0.00,19938.00,14597.00,26780.00,65535.00,21.00,21.00,0.00,5.60
8.999,749.00,0.40,8.00,130.22,0.00,1.24,1.24,1.00,1.00,-4.08,-4.08,3.73,5.00,763.00,0.78,0.00,67.00,67.00,0.00,0.00,0.00,0.00,19938.00,14597.00,26780.00,65535.00,21.00,21.00,0.00,5.60
8.999,749.00,0.40,8.00,130.22,0.00,1.24,1.24,1.00,1.00,-4.08,-4.08,3.73,5.00,763.00,0.78,0.00,67.00,67.00,0.00,0.00,0.00,0.00,19938.00,14597.00,26780.00,65535.00,21.00,21.00,0.00,5.60
9.000,749.00,0.40,8.00,130.22,0.00,1.02,1.24,1.00,1.00,-4.08,-4.08,3.73,5.00,763.00,0.78,0.00,67.00,67.00,0.00,0.00,0.00,0.00,19938.00,14597.00,26780.00,65535.00,21.00,21.00,0.00,5.60
9.000,749.00,0.40,8.00,130.22,0.00,1.02,1.02,1.00,1.00,-4.08,-4.08,3.73,5.00,763.00,0.78,0.00,67.00,67.00,0.00,0.00,0.00,0.00,19938.00,14597.00,26780.00,65535.00,21.00,21.00,0.00,5.60
9.001,749.00,0.40,8.00,130.22,0.00,1.02,1.02,1.00,1.00,-4.08,-4.08,3.73,5.00,763.00,0.78,0.00,67.00,67.00,0.00,0.00,0.00,0.00,19938.00,14597.00,26780.00,65535.00,21.00,21.00,0.00,5.60
9.001,749.00,0.40,8.00,130.22,0.00,1.02,1.02,1.00,1.00,-4.08,-4.08,3.73,5.00,763.00,0.78,0.00,67.00,67.00,0.00,0.00,0.00,0.00,19938.00,14597.00,26780.00,65535.00,21.00,21.00,0.00,5.60
9.002,749.00,0.40,8.00,130.22,0.00,1.02,1.02,1.00,1.00,-4.08,-4.08,3.73,5.00,763.00,0.78,0.00,67.00,67.00,0.00,0.00,0.00,0.00,19938.00,14597.00,26780.00,65535.00,21.00,21.00,0.00,5.60
9.002,749.00,0.40,8.00,130.22,0.00,1.02,1.02,1.00,1.00,-4.08,-4.08,3.73,5.00,763.00,0.78,0.00,67.00,67.00,0.00,0.00,0.00,0.00,19938.00,14597.00,26780.00,65535.00,21.00,21.00,0.00,5.60
9.003,749.00,0.40,8.00,130.22,0.00,1.02,1.02,1.00,1.00,-4.08,-4.08,5.60,5.00,763.00,0.78,0.00,67.00,67.00,0.00,0.00,0.00,0.00,19938.00,14597.00,26780.00,65535.00,21.00,21.00,0.00,5.60
9.003,749.00,0.40,8.00,130.22,0.00,1.02,1.02,1.00,1.00,-4.08,-4.08,5.60,4.60,763.00,0.78,0.00,67.00,67.00,0.00,0.00,0.00,0.00,19938.00,14597.00,26780.00,65535.00,21.00,21.00,0.00,5.60
9.004,749.00,0.40,8.00,130.22,0.00,1.02,1.02,1.00,1.00,-4.08,-4.08,5.60,4.60,763.00,0.78,0.00,67.00,67.00,0.00,0.00,0.00,0.00,19938.00,14597.00,26780.00,65535.00,21.00,21.00,0.00,5.60
9.004,749.00,0.40,8.00,130.22,0.00,1.02,1.02,1.00,1.00,-4.08,-4.08,5.60,4.60,763.00,0.00,0.00,67.00,67.00,0.00,0.00,0.00,0.00,19938.00,14597.00,26780.00,65535.00,21.00,21.00,0.00,5.60
9.004,749.00,0.40,8.00,130.22,0.00,1.02,1.02,1.00,1.00,-4.08,-4.08,5.60,4.60,763.00,0.00,5.08,67.00,67.00,0.00,0.00,0.00,0.00,19938.00,14597.00,26780.00,65535.00,21.00,21.00,0.00,5.60
9.005,749.00,0.40,8.00,130.22,0.00,1.02,1.02,1.00,1.00,-4.08,-4.08,5.60,4.60,763.00,0.00,5.08,67.00,67.00,0.00,0.00,0.00,0.00,19938.00,14597.00,26780.00,65535.00,21.00,21.00,0.00,5.60
9.005,749.00,0.40,8.00,130.22,0.00,1.02,1.02,1.00,1.00,-4.08,-4.08,5.60,4.60,763.00,0.00,5.08,67.00,67.00,0.00,0.00,0.00,0.00,19938.00,14597.00,26780.00,65535.00,21.00,21.00,0.00,5.60
9.005,749.00,0.40,8.00,130.22,0.00,1.02,1.02,1.00,1.00,-4.08,-4.08,5.60,4.60,763.00,0.00,5.08,67.00,67.00,372.00,0.00,0.00,0.00,19938.00,14597.00,26780.00,65535.00,21.00,21.00,0.00,5.60
